"","date","song_id","name","artist","year","lyrics","freq","vocab"
"217","2008-07-05",23775,"Disturbia","Rihanna",2008,"Bum bum be-dum bum bum be-dum bum
Bum bum be-dum bum bum be-dum bum
Bum bum be-dum bum bum be-dum bum
Bum bum be-dum bum bum be-dum bum

What's wrong with me?
Why do I feel like this?
I'm going crazy now

No more gas in the rig
Can't even get it started
Nothing heard, nothing said
Can't even speak about it
all my life in my head
Don't want to think about it
Feels like I'm going insane
Yeah

It's a thief in the night
To come and grab you
It can creep up inside you
And consume you
A disease of the mind
It can control you
It's too close for comfort

Put on your green lights
We're in the city of wonder
Ain't gonna play nice
Watch out, you might just go under
Better think twice
Your train of thought will be altered
So if you must faulter be wise
Your mind is in disturbia
It's like the darkness is the light
Disturbia
Am I scaring you tonight
Your mind is in disturbia
Ain't used to what you like
Disturbia
Disturbia

Bum bum be-dum bum bum be-dum bum
Bum bum be-dum bum bum be-dum bum
Bum bum be-dum bum bum be-dum bum
Bum bum be-dum bum bum be-dum bum

Faded pictures on the wall
It's like they talkin' to me
Disconnectin' phone calls
The phone don't even ring
I gotta get out
Or figure this shit out
It's too close for comfort

It's a thief in the night
To come and grab you
It can creep up inside you
And consume you
A disease of the mind
It can control you
I feel like a monster

Put on your green lights
We're in the city of wonder
Ain't gonna play nice
Watch out, you might just go under
Better think twice
Your train of thought will be altered
So if you must faulter be wise
Your mind is in disturbia
It's like the darkness is the light
Disturbia
Am I scaring you tonight
Your mind is in disturbia
Ain't used to what you like
Disturbia
Disturbia

Bum bum be-dum bum bum be-dum bum
Bum bum be-dum bum bum be-dum bum
Bum bum be-dum bum bum be-dum bum
Bum bum be-dum bum bum be-dum bum

Release me from this curse
I'm trying to remain tame
But I'm struggling
You can't go, go, go
I think I'm going to oh, oh, oh

Put on your green lights
We're in the city of wonder
Ain't gonna play nice
Watch out, you might just go under
Better think twice
Your train of thought will be altered
So if you must faulter be wise
Your mind is in disturbia
It's like the darkness is the light
Disturbia
Am I scaring you tonight
Your mind is in disturbia
Ain't used to what you like
Disturbia
Disturbia

Bum bum be-dum bum bum be-dum bum
Bum bum be-dum bum bum be-dum bum
Bum bum be-dum bum bum be-dum bum
Bum bum be-dum bum bum be-dum bum",37,126
"218","2011-07-02",25135,"Stereo Hearts","Gym Class Heroes Featuring Adam Levine",2011,"My heart's a stereo
It beats for you, so listen close
Hear my thoughts in every no-o-ote

Make me your radio (yeah, a-ha)
And turn me up when you feel low (turn it up a little bit)
This melody was meant for you (uh... like that)
So sing along to my stereo
(Gym Class Heroes baby!)

If I was just another dusty record on the shelf
Would you blow me off and play me like everybody else?
If I ask you to scratch my back, could you manage that?
Like get Rihanna, chicka, Travie, I can handle that

Furthermore, I apologize for any skipping tracks
It's just the last girl that played me left a couple cracks
I used to, used to, used to, used to, now I'm over that
'Cause holding grudges over love is ancient artifacts

If I could only find a note to make you understand
I'd sing it softly in your ear and grab you by the hand
Keep me stuck inside your head, like your favorite tune
And know my heart is a stereo that only plays for you
Heh heh heh

My heart's a stereo
It beats for you, so listen close
Hear my thoughts in every no-o-ote (Yeah, yeah, yeah, come on)

Make me your radio (Uh huh)
And turn me up when you feel low (Turn it up)
This melody was meant for you
So sing along to my stereo

Oh oh oh oh, oh oh oh, to my stereo
Oh oh oh oh, so sing along to my stereo (Let's go)

If I was an old school fifty-pound boombox ('member them?)
Would you hold me on your shoulder wherever you walk?
Would you turn my volume up in front of the cops? (turn it up)
And crank it higher every time they told you to stop?

And all I ask is that you don't get mad at me
When you have to purchase mad D batteries
Appreciate every mixtape your friends make
You never know, we come and go like on the interstate

I think finally found a note to make you understand
If you can hear this, sing along and take me by the hands
Keep me stuck inside your head, like your favorite tune
And know my heart is a stereo that only plays for you

My heart's a stereo
It beats for you, so listen close
Hear my thoughts in every note
O-oh

Make me your radio
And turn me up when you feel low
This melody was meant for you
So sing along to my stereo

Oh oh oh oh oh oh oh, to my stereo
Oh oh oh oh, so sing along to my stereo

I only pray you'll never leave me behind (never leave me)
Because good music can be so hard to find (so hard to find)
I'll take your hand and hold it closer to mine (yeah)
Thought love was dead, but now you're changing my mind (yeah, yeah c'mon!)

My heart's a stereo
It beats for you, so listen close
Hear my thoughts in every no-o-ote (oh, oh)

Make me your radio
And turn me up when you feel low
This melody was meant for you
So sing along to my stereo

Oh oh oh oh oh oh oh, to my stereo
Oh oh oh oh, so sing along to my stereo

It's ya boy Travie
Gym Class Heroes, baby!

So sing along to my stereo

Yeah!",37,180
"219","2011-09-17",25236,"Good Feeling","Flo Rida",2011,"Oh, sometimes I get a good feeling, yeah
I get a feeling that I've
Never, never, never, never had before, no no
I get a good feeling, yeah
Oh, sometimes I get a good feeling, yeah
I get a feeling that I've
Never, never, never, never had before, no no
I get a good feeling, yeah

Yes I can, doubt to believe what I know what's his plan
Pull me, grab me, grab till the bucket can't have me
I'll be the president one day
January first, oh, you like that gossip
Like you the one drinking that god sip dot com
Now I gotta work with your tone
How many rolling stones you on?
Yeah I got a brand new spirit,
Picking it when it's done
Woke up on the side of the bed like I won
Talk like a winner, my chest to that sun
G5 dealer, US to Taiwan
Now who can say that, I wanna play back
Mama knew I was a needle in a hay stack
A bugatti boy, plus maybach
I got a feeling it's around asap

Oh, sometimes I get a good feeling, yeah
I get a feeling that I've
Never, never, never, never had before, no no
I get a good feeling, yeah
Oh, sometimes I get a good feeling, yeah
I get a feeling that I've
Never, never, never, never had before, no no
I get a good feeling, yeah

The mountain top, walk on water
I got power, feel so royal
One second, I'ma strike oil
Diamond, platinum, no more you
Gotta drill a land, never giving in
Giving up's not an option and gotta get it in
Witness I got a heart of 20 men
No fear go to sleep in the lion's den
That flow, that funk, that crown
You looking at the king of the jungle now
Stronger than ever, can't hold me down
A hundred miles going till them bitches smile
Straight game face, it's game day
See me wanna do the drop from Maylay?
No trick plays, I'm Bill Gates,
take a genius to understand me

Oh, sometimes I get a good feeling, yeah
I get a feeling that I've
Never, never, never, never had before, no no
I get a good feeling, yeah
Oh, sometimes I get a good feeling, yeah
I get a feeling that I've
Never, never, never, never had before, no no
I get a good fee...

Let's get it, let's get it, I know you got the good feelin
Let's get it, let's get it, gotta live the life that we livin
Let's get it, let's get it, I know you got the good feelin
Let's get it, let's get it, gotta live the life that we livin

Oh, sometimes I get a good feeling, yeah
I get a feeling that I've
Never, never, never, never had before, no no
I get a good feeling, yeah
Oh, sometimes I get a good feeling, yeah
I get a feeling that I've
Never, never, never, never had before, no no
I get a good feeling, yeah
Oh...
Oh...
Oh...
Oh, sometimes I get a good feeling, yeah.",37,173
"220","2012-01-28",25396,"Glad You Came","The Wanted",2012,"The sun goes down
The stars come out
And all that counts
Is here and now
My universe will never be the same
I'm glad you came

You cast a spell on me, spell on me
You hit me like the sky fell on me, fell on me
And I decided you look well on me, well on me
So let's go somewhere no-one else can see
You and me

Turn the lights out now, now I'll take you by the hand
Hand you another drink, drink it if you can
Can you spend a little time, time is slipping away
Away from us so stay, stay with me I can make
Make you glad you came

The sun goes down
The stars come out
And all that counts
Is here and now
My universe will never be the same
I'm glad you came
I'm glad you came

You cast a spell on me, spell on me
You hit me like the sky fell on me, fell on me
And I decided you look well on me, well on me
So let's go somewhere no-one else can see
You and me

Turn the lights out now, now I'll take you by the hand
Hand you another drink, drink it if you can
Can you spend a little time, time is slipping away
Away from us so stay, stay with me I can make
Make you glad you came

The sun goes down
The stars come out
And all that counts
Is here and now
My universe will never be the same
I'm glad you came
I'm glad you came

I'm glad you came
So glad you came
I'm glad you came
I'm glad you came

The sun goes down
The stars come out
And all that counts
Is here and now
My universe will never be the same
I'm glad you came
I'm glad you came",37,65
"221","2013-06-22",25899,"Sweater Weather","The Neighbourhood",2013,"All I am is a man
I want the world in my hands
I hate the beach
But I stand in california with my toes in the sand
Use the sleeves of my sweater
Lets have an adventure
Head in the clouds but my gravity centered
Touch my neck and I'll touch yours
You in those little high waisted shorts

Oh
She knows what I think about
And what I think about
One love, two mouths
One love, one house
No shirts, no blouse
Just us, you find out
Nothing that I really wanna tell you about, no
Cause it's too cold whoa
For you here
And now
So let me hold whoa
Both your hands in the holes of my sweater

And if I may just take your breath away
I don't mind if there's not much to say
Sometimes the silence guides your mind
So move to a place so far away
The goosebumps start to raise
The minute that my left hand meets your waist
And then I watch your face
Put my finger on your tongue
Cause you love to taste yeah
These hearts adore
Everyone the other beats hardest for
Inside this place is warm
Outside it starts to pour

Coming down
One love, two mouths
One love, one house
No shirts, no blouse
Just us, you find out
Nothing that wouldn't wanna tell you about
No no no
Cause it's too cold whoa
For you here
And now
So let me hold whoa
Both your hands in the holes of my sweater

Cause it's too cold whoa
For you here
And now
So let me hold whoa
Both your hands in the holes of my sweater

Whoa, whoa...
Whoa, whoa... whoa
Whoa, whoa... (x2)

Cause it's too cold whoa
For you here
And now
So let me hold whoa
Both your hands in the holes of my sweater

It's too cold whoa
For you here
And now
Let me hold whoa
Both your hands in the holes of my sweater

It's too cold, it's too cold
The holes of my sweater...",37,134
"222","2014-01-11",26143,"Turn Down For What","DJ Snake & Lil Jon",2014,"Fire up that loud
Another round of shots!

Turn down for what?
Turn down for what?
Turn down for what?
Turn down for what?
Turn down for what?

Fire up that loud
Another round of shots!

Turn down for what?
Turn down for what?
Turn down for what?
Turn down for what?
Turn down for what?

Fire up that loud
Another round of shots!
Fire up that loud
Another round of shots!
Fire up that loud
Another round of shots!
Fire up that loud
Another round of shots!

Turn down for what?
Turn down for what?
Turn down for what?
Turn down for what?
Turn down for what?",37,12
"223","2014-06-21",26301,"I'm Not The Only One","Sam Smith",2014,"You and me we made a vow
For better or for worse
I can't believe you let me down
But the proof is in the way it hurts

For months on end I've had my doubts
Denying every tear
I wish this would be over now
But I know that I still need you here

You say I'm crazy
Cause you don't think I know what you've done
But when you call me baby
I know I'm not the only one

You've been so unavailable
Now sadly I know why
Your heart is unobtainable
Even though Lord knows you have mine

You say I'm crazy
Cause you don't think I know what you've done
But when you call me baby
I know I'm not the only one

I have loved you for many years
Maybe I am just not enough
You've made me realise my deepest fear
By lying and tearing us up

You say I'm crazy
Cause you don't think I know what you've done
But when you call me baby
I know I'm not the only one

You say I'm crazy
Cause you don't think I know what you've done
But when you call me baby
I know I'm not the only one
I know I'm not the only one
I know I'm not the only one
And I know
I know I'm not the only one",37,89
"224","2015-01-24",26544,"Post To Be","Omarion Featuring Chris Brown & Jhene Aiko",2015,"If your chick come close to me
She ain't going home when she post to be
I'm getting money like I'm post to be
I'm getting money like I'm post to be
Ooh all my niggas close to me
And all them other niggas where the post to be
Ooh the hoes go for me
Have your chick send a pic like pose for me
That's how it post to be
That's how it post to be
That's how it post to be
Everything good like it post to be

Pull up to the club and it go up
Make your girl fall in love when I show up
It's not my fault she want to know me
She told me you was just a homie

She came down like she knew me
Gave it up like a groupie
And that's facts, no printer
Cold nigga turn the summer to the winter
She save me in her phone as bestie
But I had her screaming oh
Yo girl wasn't supposed to text me
You want to know how I know what I know

If your chick come close to me
She ain't going home when she post to be
I'm getting money like I'm post to be
I'm getting money like I'm post to be
Ooh all my niggas close to me
And all them other niggas where the post to be
Ooh the hoes go for me
Have your chick send a pic like pose for me
That's how it post to be
That's how it post to be
That's how it post to be
Everything good like it post to be

Got your girl in my section finna blow up
Smoking loud, I'm about to roll up
She ain't never got high like this with a guy like this
When she pop tell her hold up
Better believe she gon' leave with a real nigga
I dick her down can't put it down like I do
I get to bussin' no discussin', gotta deal with it
Team us we ain't worried about you
Murder she wrote
When I hit it I'm a kill it I'm a get it like
Murder she wrote
You want to know how I know what I know

If your dude come close to me
He gon' want to ride off in a ghost with me (I'll make him do it)
I might let your boy chauffeur me
But he got to eat the booty like groceries
Gotta get rid of these hoes from me
I might have that nigga selling his soul for me
Ooh, that's how it post to be
If he wants me to expose the freak
Ooh, that's how it post to be
Ooh, that's how it post to be
Ooh, that's how it post to be
Everything good like it post to be
Ooh, that's how it post to be

If your chick come close to me
She ain't going home when she post to be
I'm getting money like I'm post to be
I'm getting money like I'm post to be
Ooh all my niggas close to me
And all them other niggas where the post to be
Ooh the hoes go for me
Have your chick send a pic like pose for me
That's how it post to be
That's how it post to be
That's how it post to be
Everything good like it post to be

She 'bout to ride with me
And I don't even know her name
But I know that she your girl
She chose up, are you mad, or nah? (Bruh!)
Bruh don't be mad about it, these chicks be for everybody",37,162
"225","1993-09-18",18668,"All That She Wants","Ace Of Base",1993,"She leads a lonely life
she leads a lonely life

when she woke up late in the morning
light and the day had just begun
she opened up her eyes and thought
o' what a morning
it's not a day for work
it's a day for catching tan
just laying on the beach and having fun
she's going to get you

all that she wants is another baby
she's gone tomorrow boy
all that she wants is another baby
all that she wants is another baby
she's gone tomorrow boy
all that she wants is another baby

all that she wants - all that she wants

so if you are in sight and the day is right
she's a hunter you're the fox
the gentle voice that talks to you
won't talk forever
it's a night for passion
but the morning means goodbye
beware of what is flashing in her eyes
she's going to get you

all that she wants...",36,72
"226","1994-06-18",18947,"When Can I See You","Babyface",1994,"written by Babyface (1993)
performed by Babyface

When can my heart beat again
When does the pain ever end
When do the tears stop from running over
When does you'll get over it begin

I hear what you're sayin'
But I swear that it's not making sense
So when can I see you

When can I see you again
When can my heart beat again
When can I see you again
And when can I breathe once again
And when can I see you again

When does my someday begin
When I'll find someone again
And what if I still am not truly over
What am I supposed to do then

Please hear what I'm sayin'
Even if, if it's not making sense
So when can I see you

HOOK

Please hear what I'm sayin'
Even if, if it's not making sense
So when can I see you

",36,59
"227","1995-06-24",19300,"Kiss From A Rose (From ""Batman Forever"")","Seal",1995,"There used to be a greying tower alone on the sea 
You, became the light on the dark side of me 
Love remains, a drug that's the high and not the pill 
But did you know that when it snows 
My eyes become larger
And the light that you shine can be seen? 

Baby, I compare you to a kiss from a rose on the gray
Ooh, the more I get of you, the stranger it feels yeah 
Now that your rose is in bloom 
A light hits the gloom on the gray

There is so much a man can tell you 
So much he can say 
You remain my power, my pleasure, my pain 
Baby, To me, you're like a growing 
Addiction that I can't deny 
Won't you tell me, is that healthy, baby? 
But did you know that when it snows 
My eyes become large 
And the light that you shine can be seen? 

Baby, I compare you to a kiss from a rose on the gray
Ooh, the more I get of you, the stranger it feels yeah 
Now that your rose is in bloom 
A light hits the gloom on the gray

I've been kissed by a rose on the gray
I've been kissed by a rose on the gray
And if I should fall, will it all go away? 

There is so much a man can tell you 
So much he can say 
You remain my power, my pleasure, my pain 
To me, you're like a growing 
Addiction that I can't deny 
Won't you tell me, is that healthy, baby? 
But did you know that when it snows 
My eyes become larger 
And the light that you shine can be seen? 

Baby, I compare you to a kiss from a rose on the gray
Ooh, the more I get of you, the stranger it feels yeah 
Now that your rose is in bloom 
A light hits the gloom on the gray
Now...that your rose is in bloom...
a light hits the gloom
on the grave...",36,93
"228","1995-07-08",19312,"Roll To Me","Del Amitri",1995,"Look around your world pretty baby
Is it everything you hoped it'd be
The wrong guy, the wrong situation
The right time to roll to me

Look into your heart pretty baby,
Is it aching with some nameless need.
Is there something wrong and you can't put your finger on it
Right then, roll to me

And I don't think I have ever seen a soul so in despair
So if you want to talk the night through
Guess who will be there?

So don't try to deny it pretty baby,
You've been down so long you can hardly see
When the engine's stalled and it won't stop raining
It's the right time to roll to me

And I don't think I have ever seen a soul so in despair
So if you want to talk the night through
Guess who will be there?

So look around your world pretty baby
Is it everything you hoped it'd be
The wrong guy, the wrong situation
The right time to roll to me
The right time to roll to me
The right time to roll to me....
",36,72
"229","1995-08-19",19349,"Breakfast At Tiffany's","Deep Blue Something",1995,"You'll say, we've got nothing in common,
No common ground to start from,
And we're falling apart,
You'll say, the world has come between us,
Our lives have come between us,
Still I know you just don't care.

And I said, ""What about 'Breakfast at Tiffany's?'""
She said, ""I think I remember the film,
And as I recall, I think, we both kind of liked it.""
And I said, ""Well that's, the one thing we've got.""

I see you,  the only one who knew me,
And now your eyes see through me,
I guess I was wrong,
So what now?  It's plain to see we're over,
And I hate when things are over,
When so much is left undone.

And I said, ""What about 'Breakfast at Tiffany's?'""
She said, ""I think I, remember that film,
And, as I recall, I think, we both kind of liked it,""
And I said, ""Well that's, the one thing we got.""

You'll say, that we've got nothing in common,
No common ground to start from,
And we're falling apart,
You'll say the world has come between us,
Our lives have come between us,
Still I know you just don't care.

And I said, ""What about 'Breakfast at Tiffany's?'""
She said, ""I think I, remember that film,
And, as I recall, I think, we both kind of liked it,""
And I said, ""Well that's, the one thing we got.""

Oooooo

And I said, ""What about 'Breakfast at Tiffany's?'""
She said, ""I think I, remember that film,
And, as I recall, I think, we both kind of liked it,""
And I said, ""Well that's, the one thing we got.""

And I said, ""What about 'Breakfast at Tiffany's?'""
She said, ""I think I, remember that film,
And, as I recall, I think, we both kind of liked it,""
And I said, ""Well that's, the one thing we got.""
",36,80
"230","1995-10-14",19396,"Name","Goo Goo Dolls",1995,"And even though the moment passed me by 
I still can't turn away 
Cause all the dreams you never thought you'd lose 
Got tossed along the way 
And letters that you never meant to send 
Get lost or thrown away

And now we're grown up orphans 
That never knew their names 
We don't belong to no one 
That's a shame
But if you could hide beside me 
Maybe for a while 
And I won't tell no one your name
 
And I won't tell me your name

Scars are souvenirs you never lose
The past is never far 
Did you lose yourself somewhere out there
Did you get to be a star 
And don't it make you sad to know that life
Is more than who we are

You grew up way too fast 
And now there's nothing to believe
And reruns all become our history 
A tired song keeps playing on a tired radio
And I won't tell no one your name 
And I won't tell me your name
 
I think about you all the time 
But I don't need the same 
It's lonely where you are come back down
And I won't tell me your name",36,111
"231","2002-08-10",21744,"Don't Mess With My Man","Nivea Featuring Brian & Brandon Casey",2002,"Featuring Brian and Brandon Casey

Brian/Brandon Casey:
Uh, I like it baby (yeah)
Uh, one time for the club (ye-eah)
Two time for my thugs, uh-huh
Three times for my ladies, come on, come on, come on (ooh, oh)
Uh, Nivea y'all... Jagged Edge youall... (ooh)
Uh-uh, Jagged Edge you all

Nivea:
It was hard to find a brotha that was down for me
So I'm tellin' everybody let him be
'Cause he's mine and I can't take no pigeons tryna take my baby
So I thought I had to let you know
Find someone that you can call your own
'Cause now you're walkin' in the danger zone
And if I touch you I'll be wrong

If you mess with my man
I'ma be the one to bring it to ya
Got my girls, got my man
So find your own and leave mine alone
Don't mess with my man
I'ma be the one to bring it to ya
Here's a little advice for you, find your own man

Brian/Brandon Casey:

It was hard to find a girl that's really down for me
Seems like a lot of niggas tryin' me
'Cause they trynna take my baby, oh what the hell, naw!
So now you really betta check yourself
Messin' with my girl is bad for your health and
So you know you will be dealt with
Betta find your own girl (last line overlaps Brian/Brandon's chorus)

Brian/Brandon's Chorus:

If you mess with my girl,
I'ma be the one to bring it to ya
Got my niggas, got my girl
So find your own and leave mine alone
Don't mess with my girl
I'ma be the one to bring it to ya
Here's a little advice for you, find your own girl

Nivea:

Girl I'm warning you, if you want my man
You should just keep ya hands to yourself, now-now

Brian/Brandon:

And playa I'm warnin' you, if you want my girl
I suggest that you look but don't touch, now-now

Nivea: It was hard to find a brotha that was down for me, don't mess with my man
Brian/Brandon: It's hard to find a girl that's really down for me, don't mess
Wit my girl
Nivea: Hard to find a brotha that was down for me, don't mess wit my man
Brian/Brandon: So hard to find a girl that's down for me, don't mess with my
Girl

If you mess with my man
I'ma be the one to bring it to ya
Got my girls, got my man
So find your own and leave mine alone
Don't mess with my man
I'ma be the one to bring it to ya
Here's a little advice for you, find your own man

Brian/Brandon's Chorus:

If you mess with my girl
I'ma be the one to bring it to ya
Got my niggas, got my girl
So find your own and leave mine alone
Don't mess with my girl
I'ma be the one to bring it to ya
Here's a little advice for you, find your own girl

Nivea:

If you mess with my man
I'ma be the one to bring it to ya
Got my girls, got my man
So find your own and leave mine alone
Don't mess with my man
I'ma be the one to bring it to ya
Here's a little advice for you, find your own man

Brian/Brandon's Chorus:
If you mess with my girl
I'ma be the one to bring it to ya
Got my niggas, got my girl
So find your own and leave mine alone
Don't mess with my girl
I'ma be the one to bring it to ya
Here's a little advice for you, find your own girl

(Brandon/Brian's Chorus fades into end of song)",36,139
"232","2003-10-25",22124,"The First Cut Is The Deepest","Sheryl Crow",2003,"I would have given you all of my heart
But there's someone who's torn it apart
And he's taken just all that I've got 
But if you want I'll try to love again
Baby, I'll try to love again but I know

The first cut is the deepest
Baby I know the first cut is the deepest
But when it comes to being lucky he's cursed
When it comes to loving me he's worse

I still want you by my side
Just to help me dry the tears that I've cried
And I'm sure gonna give you a try
But if you want I'll try to love again (tryyy)
Baby, I'll try to love again but I know

The first cut is the deepest
Baby I know the first cut is the deepest
But when it comes to being lucky he's cursed
When it comes to loving me he's worse

I still want you by my side
Just to help me dry the tears that I've cried
But I'm sure gonna give you a try
'Cause if you wanna I'll try to love again (try to love again)
Baby, I'll try to love again but I know

The first cut is the deepest
Baby I know, the first cut is the deepest
When it comes to being lucky he's cursed
When it comes to loving me he's worse

The first cut is the deepest baby i know
The first cut is the deepest try to love again...


Cat Stevens Version

I would have given you all of my heart 
but there's someone who's torn it apart 
and she's taking almost all that I've got 
but if you want, I'll try to love again 
baby I'll try to love again but I know 

The first cut is the deepest, baby I know 
The first cut is the deepest 

'cause when it comes to being lucky she's cursed 
when it comes to lovin' me she's worse
but when it comes to being loved she's first 
that's how I know 

The first cut is the deepest, baby I know 
The first cut is the deepest

I still want you by my side 
just to help me dry the tears that I've cried 
cause I'm sure gonna give you a try 
and if you want, I'll try to love again 
but baby, I'll try to love again, but I know 

The first cut is the deepest, baby I know 
The first cut is the deepest 
'Cause when it comes to being lucky she's cursed 
when it comes to lovin' me she's worst 
but when it comes to being loved she's first 
that's how I know 

The first cut is the deepest, baby I know 
The first cut is the deepest",36,72
"233","2004-10-23",22437,"Let Me Love You","Mario",2004,"Hmmm... ahh...hmmm... Yeah
hmmmm... Yeah, Yeah(2x)

Baby I just don't get it 
Do you enjoy being hurt? 
I know you smelled the perfume, the make-up on his shirt
You don't believe his stories
You know that they're all lies
Bad as you are, you stick around and I just don't know why

If I was ya man (baby you)
Never worry 'bout (what I do)
I'd be coming home (back to you)
Every night, doin' you right 
You're the type of woman (deserves good things)
Fist full of diamonds (hand full of rings)
Baby you're a star (I just want to show you,you are) 


You should let me love you 
Let me be the one to give you everything 
you want and need
Baby good love and protection 
Make me your selection 
Show you the way love's supposed to be 
Baby you should let me love you, love you, love you 


Listen
Your true beauty's description 
looks so good that it hurts 
You're a dime plus ninety-nine 
and it's a shame 
Don't even know what you're worth 
Everywhere you go they stop and stare 
Cause you're bad and it shows 
From your hand to your toes, 
Out of control, baby you know 

If I was ya man (baby you)
Never worry 'bout (what I do)
I'd be coming home (back to you)
Every night doin' you right 
You're the type of woman (deserves good things)
Fist full of diamonds (hand full of rings)
Baby you're a star (I just want to show you, you are) 

You should let me love you 
Let me be the one to give you 
everything you want and need
Baby good love and protection 
Make me your selection 
Show you the way love's supposed to be 
Baby you should let me love you 

You deserve better girl (you know you deserve better) 
We should be together girl (baby)
With me and you it's whatever girl, hey!
So can we make this thing ours?

You should let me love you 
Let me be the one to give you 
everything you want and need
Baby good love and protection 
Make me your selection 
Show you the way love's supposed to be 
Baby you should let me love you, love you, love you (3x)

I need you baby!",36,126
"234","2004-11-27",22462,"Boulevard Of Broken Dreams","Green Day",2004,"I walk a lonely road
The only one that I have ever known
Don't know where it goes
But it's home to me and I walk alone

I walk this empty street
On the Boulevard of Broken Dreams
Where the city sleeps
and I'm the only one and I walk alone

I walk alone
I walk alone

I walk alone
I walk a...

My shadow's the only one that walks beside me
My shallow heart's the only thing that's beating
Sometimes I wish someone out there will find me
'Til then I walk alone

Ah-ah, Ah-ah, Ah-ah, Aaah-ah,
Ah-ah, Ah-ah, Ah-ah

I'm walking down the line
That divides me somewhere in my mind
On the border line
Of the edge and where I walk alone

Read between the lines
What's fucked up and everything's alright
Check my vital signs
To know I'm still alive and I walk alone

I walk alone
I walk alone

I walk alone
I walk a...

My shadow's the only one that walks beside me
My shallow heart's the only thing that's beating
Sometimes I wish someone out there will find me
'Til then I walk alone

Ah-ah, Ah-ah, Ah-ah, Aaah-ah
Ah-ah, Ah-ah

I walk alone
I walk a...

I walk this empty street
On the Boulevard of Broken Dreams
Where the city sleeps
And I'm the only one and I walk a...

My shadow's the only one that walks beside me
My shallow heart's the only thing that's beating
Sometimes I wish someone out there will find me
'Til then I walk alone...",36,77
"235","2005-08-20",22714,"My Humps","The Black Eyed Peas",2005,"[Intro: Fergie (Will.I.Am)]
(What you gonna do with all that junk
All that junk inside your trunk?)
I'm gonna get-get-get-get you drunk
Get you love drunk off my hump
My hump, my hump
My hump, my hump, my hump
My hump, my hump, my hump
My lovely lady lumps, check it out!

[Verse 1: Fergie]
I drive these brothers crazy
I do it on the daily
They treat me really nicely
They buy me all these iceys
Dolce & Gabbana
Fendi and then Donna
Karan, they be sharing
All their money, got me wearin
Fly gear but I ain't asking
They say they love my ass in
Seven Jeans, True Religion
I say no, but they keep giving
So I keep on taking
And no, I ain't taken
We can keep on dating
I keep on demonstrating
My love (love) my love, my love, my love (love)
You love my lady lumps (love)
My hump, my hump, my hump (love)
My humps they got you

[Chorus: Fergie (Will.I.Am)]
(She's got me spending)
Oh, spending all your money on me, and spending time on me
(She's got me spending)
Oh, spending all your money on me, on me, on me

[Bridge: Fergie (Will.I.Am)]
(What you gonna do with all that junk
All that junk inside your trunk?)
I'm gonna get-get-get-get you drunk
Get you love drunk of my hump
(What you gonna do with all that ass
All that ass inside em jeans?)
I'm gonna make-make-make-make you scream
Make you scream, make you scream

[Break: Fergie & (Will.I.Am)]
'Cause of my hump (huh)
My hump, my hump, my hump (what)
My hump, my hump, my hump (huh)
My lovely lady lumps, check it out

[Verse 2: Will.I.Am]
I met a girl down at the disco
She said ""Hey, hey, hey, yeah let's go
I could be your baby, you can be my honey
Let's spend time, not money
And mix your milk with my coco puffs
Milky, milky coco
Mix your milk with my coco puffs
Milky, milky right""

[Verse 3: Fergie]
They say I'm really sexy
The boys they want to sex me
They always standing next to me
Always dancing next to me
Trying to feel my hump, hump
Looking at my lump, lump
You can look but you can't touch it
If you touch it, I'mma
Start some drama
You don't want no drama
No, no drama
No, no, no, no drama
So don't pull on my hand, boy
You ain't my man, boy
I'm just trying to dance, boy
And move my hump, my hump
My hump, my hump, my hump
My hump, my hump, my hump
My hump, my hump, my hump
My lovely lady lumps (love)
My lovely lady lumps (love)
My lovely lady lumps (love)
In the back and in the front (love)
My loving got you

[Chorus: Fergie (Will.I.Am)]
(She's got me spending)
Oh, spending all your money on me, and spending time on me
(She's got me spending)
Oh, spending all your money on me, on me, on me

[Bridge: Fergie (Will.I.Am)]
(What you gonna do with all that junk
All that junk inside your trunk?)
I'm gonna get-get-get-get you drunk
Get you love drunk of my hump
(What you gonna do with all that ass
All that ass inside em jeans?)
I'm gonna make-make-make-make you scream
Make you scream, make you scream

[Outro: Fergie (Will.I.Am)]
(What cha gonna do wit all that junk
All that junk inside that trunk?)
I'm gonna get-get-get-get you drunk
Get you love drunk off this hump
(What you gonna do wit all that breast
All that breast inside that shirt?)
I'm gonna make-make-make-make you work
Make you work, work, make you work

[Chorus: Fergie (Will.I.Am)]
(She's got me spending)
Oh, spending all your money on me, and spending time on me
(She's got me spending)
Oh, spending all your money on me, on me, on me

So real, so real, so real, so real, so real....",36,161
